Image,Template,Preview Image,QRCode Detection,QRcode Decoding,Result1,Result2,Result3,Result4,Result5,Expected Brand,Real Brand,Expected xoffset in mm,Expected yoffset in mm,Top offset in inches,Right offset in inches,Bottom offset in inches,Left offset in inches,Expected print width in mm,Expected print height in mm,Real print width in mm,Real print height in mm,Expected Garment Color,Standart RGB value,Real Garment Color (RGB),Expected Garment Size,Real Garment Size (Unisex),Real Garment Length (inches),Real Garment Width (inches),Design Rotation,Collar Front,Garment Color (score),Design Match (score),Color Match (score),Screenshot
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2857457_32834224__158_004_003_C2_C_2__1_1_1.jpg,https://api.eventshop.com/design_assets/REZsb0xWQWYrWG9GVmR6WjNVNzF5czh5dDJVZFlzMWVrMlhMWDc1WnNRTis3eGROUmcwPS0tbkU0MG5acytTOEQ0VVlpYS0tK3B0dSs0ZUExaHFJcTJxR0UwaDh3UT09,https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2857457_32834224__158_004_003_C2_C_2__1_1_1.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2857457_32834224__158_004_003_C2_C_2__1_1_1.jpg,2857457_32834224__158_004_003_C2_C_2__1_1_1,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2857457_32834224__158_004_003_C2_C_2__1_1_1.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2857457_32834224__158_004_003_C2_C_2__1_1_1.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2857457_32834224__158_004_003_C2_C_2__1_1_1.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2857457_32834224__158_004_003_C2_C_2__1_1_1.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2857457_32834224__158_004_003_C2_C_2__1_1_1.jpg,Comfort Colors,Comfort Colors(from QRcode),233.5534,72.8414,3.41,4.685,19.706,10.821,142.16,54.19,137.57,60.71,Black,"30,30,30","32,40,43",L (Unisex) (Unisex),L,29.883,21.254,-19.05,TRUE,1,0.79,0.7,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2857457_32834224__158_004_003_C2_C_2__1_1_1.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2872D81_32901296__042_008_003_a18_b_3__134779_33_39.jpg,https://images-backend.threadless.com/~/fYuJr.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2872D81_32901296__042_008_003_a18_b_3__134779_33_39.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2872D81_32901296__042_008_003_a18_b_3__134779_33_39.jpg,2872D81_32901296__042_008_003_a18_b_3__134779_33_39,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2872D81_32901296__042_008_003_a18_b_3__134779_33_39.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2872D81_32901296__042_008_003_a18_b_3__134779_33_39.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2872D81_32901296__042_008_003_a18_b_3__134779_33_39.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2872D81_32901296__042_008_003_a18_b_3__134779_33_39.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2872D81_32901296__042_008_003_a18_b_3__134779_33_39.jpg,Bella Canvas,AS(from carelabel),272.2249,30.762,1.794,5.842,20.498,11.741,72.31,100.75,66.7,100.44,Athletic Heather,"184,184,184","160,159,156",L (Unisex) (Unisex),XXL,31.667,20.358,-0.95,TRUE,0.94,0.74,0.62,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2872D81_32901296__042_008_003_a18_b_3__134779_33_39.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2872DC1_32901296__106_061_003_C18_D_6__134779_81_87.jpg,https://mdapp.blob.core.windows.net/artworks/2024/3/canva/f73c0846-23a9-4763-ae0c-a8cf915b7265.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2872DC1_32901296__106_061_003_C18_D_6__134779_81_87.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2872DC1_32901296__106_061_003_C18_D_6__134779_81_87.jpg,2872DC1_32901296__106_061_003_C18_D_6__134779_81_87,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2872DC1_32901296__106_061_003_C18_D_6__134779_81_87.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2872DC1_32901296__106_061_003_C18_D_6__134779_81_87.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2872DC1_32901296__106_061_003_C18_D_6__134779_81_87.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2872DC1_32901296__106_061_003_C18_D_6__134779_81_87.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2872DC1_32901296__106_061_003_C18_D_6__134779_81_87.jpg,District,District(from QRcode),44.7464,69.8781,3.081,13.429,20.364,4.37,96.01,34.97,95.62,36.16,Charcoal Heather,"54,53,51","50,55,61",L (Mens) (Unisex),L,29.803,21.798,0.81,TRUE,1,0.78,0.82,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2872DC1_32901296__106_061_003_C18_D_6__134779_81_87.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2872D59_32901296__018_023_004_F2_E_2__134779_93_104.jpg,https://artplatformapp.blob.core.windows.net/artworks/originals/63e1a178-ce00-4a97-a48d-bcf766659ebd/00090725_vc0991_tsc_artdepartment.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2872D59_32901296__018_023_004_F2_E_2__134779_93_104.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2872D59_32901296__018_023_004_F2_E_2__134779_93_104.jpg,2872D59_32901296__018_023_004_F2_E_2__134779_93_104,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2872D59_32901296__018_023_004_F2_E_2__134779_93_104.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2872D59_32901296__018_023_004_F2_E_2__134779_93_104.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2872D59_32901296__018_023_004_F2_E_2__134779_93_104.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2872D59_32901296__018_023_004_F2_E_2__134779_93_104.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2872D59_32901296__018_023_004_F2_E_2__134779_93_104.jpg,Gildan,Gildan(from QRcode),2.9631,105.4242,5.639,4.851,11.267,3.568,253.83,167.13,249.27,170.81,Charcoal,"116,116,116","83,83,86",XL (Ladies) (Unisex),M,28.46,18.838,-1.4,TRUE,0.93,0.92,0.64,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2872D59_32901296__018_023_004_F2_E_2__134779_93_104.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2872D58_32901296__018_023_003_E13_E_2__134779_113_113.jpg,https://artplatformapp.blob.core.windows.net/artworks/originals/8e3dfe0b-b78a-403c-b90e-8049260dced1/bv000346_bm1655_bravado_bobmarley.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2872D58_32901296__018_023_003_E13_E_2__134779_113_113.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2872D58_32901296__018_023_003_E13_E_2__134779_113_113.jpg,2872D58_32901296__018_023_003_E13_E_2__134779_113_113,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2872D58_32901296__018_023_003_E13_E_2__134779_113_113.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2872D58_32901296__018_023_003_E13_E_2__134779_113_113.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2872D58_32901296__018_023_003_E13_E_2__134779_113_113.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2872D58_32901296__018_023_003_E13_E_2__134779_113_113.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2872D58_32901296__018_023_003_E13_E_2__134779_113_113.jpg,Gildan,Gildan(from QRcode),29.2521,15.0841,2.416,4.134,8.913,5.105,201.25,304.63,182.93,279.2,Charcoal,"115,115,115","81,87,88",L (Ladies) (Unisex),S,27.496,16.865,-0.07,TRUE,0.98,0.93,0.73,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2872D58_32901296__018_023_003_E13_E_2__134779_113_113.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2872D6E_32901296__027_038_002_F6_F_1__134779_94_104.jpg,"https://res.cloudinary.com/teepublic/image/private/s--hiH-9l11--/t_Trim/c_scale,h_1233,w_1500/c_lpad,g_north_west,h_1233,w_1500,x_0,y_0/c_lpad,g_north,h_1233,w_1500/dn_150,e_saturation:25,f_png,q_90/v1584054109/production/designs/8447919_0.png",https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2872D6E_32901296__027_038_002_F6_F_1__134779_94_104.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2872D6E_32901296__027_038_002_F6_F_1__134779_94_104.jpg,2872D6E_32901296__027_038_002_F6_F_1__134779_94_104,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2872D6E_32901296__027_038_002_F6_F_1__134779_94_104.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2872D6E_32901296__027_038_002_F6_F_1__134779_94_104.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2872D6E_32901296__027_038_002_F6_F_1__134779_94_104.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2872D6E_32901296__027_038_002_F6_F_1__134779_94_104.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2872D6E_32901296__027_038_002_F6_F_1__134779_94_104.jpg,Next Level Apparel,F5-F-1(from carelabel),2.9947,5,2.315,3.983,8.952,3.686,253.68,207.79,239.41,202.09,Heather White,"193,192,197","196,197,193",M (Ladies) (Unisex),S,26.467,17.681,-3.95,TRUE,0.95,0.92,0.82,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2872D6E_32901296__027_038_002_F6_F_1__134779_94_104.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2872D64_32901296__022_088_001_A14_A_1__134779_24_39.jpg,https://images.printify.com/print/66136e8319b0bd7aaf0ebb6b/18148/front/73126658d4fb9a1fad8b913b9e824d4d.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2872D64_32901296__022_088_001_A14_A_1__134779_24_39.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2872D64_32901296__022_088_001_A14_A_1__134779_24_39.jpg,2872D64_32901296__022_088_001_A14_A_1__134779_24_39,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2872D64_32901296__022_088_001_A14_A_1__134779_24_39.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2872D64_32901296__022_088_001_A14_A_1__134779_24_39.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2872D64_32901296__022_088_001_A14_A_1__134779_24_39.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2872D64_32901296__022_088_001_A14_A_1__134779_24_39.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2872D64_32901296__022_088_001_A14_A_1__134779_24_39.jpg,Bella Canvas,NVAS(from carelabel),27.3471,21.0113,1.527,3.668,13.175,3.982,243.16,233.85,232.85,219.57,Dark Heather Grey,"56,56,56","56,58,55",S (Unisex) (Unisex),M,28.298,17.368,3.11,TRUE,0.91,0.95,0.92,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2872D64_32901296__022_088_001_A14_A_1__134779_24_39.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2872DBB_32901296__103_017_002_K2_D_4__134779_176_179.jpg,https://mdapp.blob.core.windows.net/artworks/2024/3/canva/7371e566-eeda-456c-9483-1bd6ef23b7ec.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2872DBB_32901296__103_017_002_K2_D_4__134779_176_179.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2872DBB_32901296__103_017_002_K2_D_4__134779_176_179.jpg,2872DBB_32901296__103_017_002_K2_D_4__134779_176_179,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2872DBB_32901296__103_017_002_K2_D_4__134779_176_179.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2872DBB_32901296__103_017_002_K2_D_4__134779_176_179.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2872DBB_32901296__103_017_002_K2_D_4__134779_176_179.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2872DBB_32901296__103_017_002_K2_D_4__134779_176_179.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2872DBB_32901296__103_017_002_K2_D_4__134779_176_179.jpg,Bella Canvas,ANVASKI(from carelabel),2.9631,36.6741,3.397,3.163,4.32,2.691,253.83,283.04,242.75,275.26,Red,"201,39,36","177,0,37",M (Youth) (Unisex),S,23.442,15.996,-1.53,TRUE,0.84,0.79,0.69,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2872DBB_32901296__103_017_002_K2_D_4__134779_176_179.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2872D63_32901296__021_125_006_B4_A_2__134779_2_8.jpg,https://images.printify.com/print/661257a3d0e14ba0c1020f77/25549/front/1743969df95b24d5b18c246fc8ec4851.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2872D63_32901296__021_125_006_B4_A_2__134779_2_8.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2872D63_32901296__021_125_006_B4_A_2__134779_2_8.jpg,2872D63_32901296__021_125_006_B4_A_2__134779_2_8,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2872D63_32901296__021_125_006_B4_A_2__134779_2_8.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2872D63_32901296__021_125_006_B4_A_2__134779_2_8.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2872D63_32901296__021_125_006_B4_A_2__134779_2_8.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2872D63_32901296__021_125_006_B4_A_2__134779_2_8.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2872D63_32901296__021_125_006_B4_A_2__134779_2_8.jpg,Gildan,Gildan(from QRcode),20.362,33.6407,1.599,7.303,16.147,6.766,355.18,223.01,351.37,212.01,Sand,"209,196,179","190,180,153",3X (Unisex) (Unisex),XXXXL,32.634,28.745,2.91,TRUE,0.92,0.85,0.65,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2872D63_32901296__021_125_006_B4_A_2__134779_2_8.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2872D73_32901296__031_002_002_D9_F_1__134779_51_61.jpg,https://images-backend.threadless.com/~/vmdEH.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2872D73_32901296__031_002_002_D9_F_1__134779_51_61.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2872D73_32901296__031_002_002_D9_F_1__134779_51_61.jpg,2872D73_32901296__031_002_002_D9_F_1__134779_51_61,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2872D73_32901296__031_002_002_D9_F_1__134779_51_61.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2872D73_32901296__031_002_002_D9_F_1__134779_51_61.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2872D73_32901296__031_002_002_D9_F_1__134779_51_61.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2872D73_32901296__031_002_002_D9_F_1__134779_51_61.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2872D73_32901296__031_002_002_D9_F_1__134779_51_61.jpg,Next Level Apparel,Next Level Apparel(from QRcode),62.0604,41.684,1.944,5.186,14.322,3.916,272.03,209.97,263.47,202.08,White,"235,235,235","231,227,224",M (Mens) (Unisex),L,29.473,20.11,-2.42,TRUE,0.94,0.84,0.76,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2872D73_32901296__031_002_002_D9_F_1__134779_51_61.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2872D56_32901296__017_021_003_C12_F_3__134779_69_72.jpg,"https://res.cloudinary.com/teepublic/image/private/s--4Dv-l8aP--/t_Trim/c_scale,h_1550,w_1500/c_lpad,g_north_west,h_1585,w_1500,x_0,y_35/c_lpad,g_north,h_1585,w_1500/dn_150,e_saturation:25,f_png,q_90/v1712450641/production/designs/59064934_7.png",https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2872D56_32901296__017_021_003_C12_F_3__134779_69_72.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2872D56_32901296__017_021_003_C12_F_3__134779_69_72.jpg,2872D56_32901296__017_021_003_C12_F_3__134779_69_72,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2872D56_32901296__017_021_003_C12_F_3__134779_69_72.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2872D56_32901296__017_021_003_C12_F_3__134779_69_72.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2872D56_32901296__017_021_003_C12_F_3__134779_69_72.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2872D56_32901296__017_021_003_C12_F_3__134779_69_72.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2872D56_32901296__017_021_003_C12_F_3__134779_69_72.jpg,Next Level Apparel,EXTLEVEL(from carelabel),2.9947,20.9272,2.256,3.349,10.133,4.773,253.68,262.15,244.21,247.19,Purple Rush,"94,63,100","76,70,115",L (Ladies) (Unisex),M,27.327,18.311,-3.86,TRUE,0.93,0.89,0.84,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2872D56_32901296__017_021_003_C12_F_3__134779_69_72.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/28748DB_32904988__020_054_001_Q4_B_1__134698_1619_1626.jpg,https://images.printify.com/print/6617362b8ca27022780f9f5a/21751/front/24a961791e12289636e78201bb4012f3.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/28748DB_32904988__020_054_001_Q4_B_1__134698_1619_1626.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/28748DB_32904988__020_054_001_Q4_B_1__134698_1619_1626.jpg,28748DB_32904988__020_054_001_Q4_B_1__134698_1619_1626,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/28748DB_32904988__020_054_001_Q4_B_1__134698_1619_1626.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/28748DB_32904988__020_054_001_Q4_B_1__134698_1619_1626.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/28748DB_32904988__020_054_001_Q4_B_1__134698_1619_1626.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/28748DB_32904988__020_054_001_Q4_B_1__134698_1619_1626.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/28748DB_32904988__020_054_001_Q4_B_1__134698_1619_1626.jpg,Gildan,Gildan(from QRcode),24.4261,15.508,1.206,4.293,11.724,3.859,249.01,255.61,232.87,236.02,Ash,"221,221,223","184,192,180",S (Mens) (Unisex),S,27.423,17.867,3,TRUE,0.9,0.78,0.82,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/28748DB_32904988__020_054_001_Q4_B_1__134698_1619_1626.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2875585_32906889__038_065_001_D9_E_2__134756_845_894.jpg,"https://res.cloudinary.com/teepublic/image/private/s--lk2SxoeR--/t_Trim/c_scale,h_855,w_1500/c_lpad,g_north_west,h_855,w_1500,x_0,y_0/c_lpad,g_north,h_855,w_1500/dn_150,e_saturation:25,f_png,q_90/v1634692887/production/designs/25027455_0.png",https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2875585_32906889__038_065_001_D9_E_2__134756_845_894.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2875585_32906889__038_065_001_D9_E_2__134756_845_894.jpg,2875585_32906889__038_065_001_D9_E_2__134756_845_894,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2875585_32906889__038_065_001_D9_E_2__134756_845_894.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2875585_32906889__038_065_001_D9_E_2__134756_845_894.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2875585_32906889__038_065_001_D9_E_2__134756_845_894.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2875585_32906889__038_065_001_D9_E_2__134756_845_894.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2875585_32906889__038_065_001_D9_E_2__134756_845_894.jpg,Bella Canvas,Bella Canvas(from QRcode),21.96,15,0.908,4.039,16.188,3.028,253.85,144.62,242.79,152.77,Athletic Grey Triblend,"155,155,165","123,133,134",S (Unisex) (Unisex),M,28.249,17.209,-10.93,TRUE,0.97,0.93,0.81,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2875585_32906889__038_065_001_D9_E_2__134756_845_894.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2872DEE_32901296__153_005_003_P5_A_3__1_6_6.jpg,"https://res.cloudinary.com/teepublic/image/private/s--nm_3MD9i--/t_Trim/c_scale,h_2625,w_1912/c_lpad,g_north_west,h_2625,w_1963,x_25,y_0/c_lpad,g_north,h_2625,w_2100/dn_150,e_saturation:25,f_png,q_90/v1708479664/production/designs/57780578_0.png",https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2872DEE_32901296__153_005_003_P5_A_3__1_6_6.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2872DEE_32901296__153_005_003_P5_A_3__1_6_6.jpg,2872DEE_32901296__153_005_003_P5_A_3__1_6_6,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2872DEE_32901296__153_005_003_P5_A_3__1_6_6.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2872DEE_32901296__153_005_003_P5_A_3__1_6_6.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2872DEE_32901296__153_005_003_P5_A_3__1_6_6.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2872DEE_32901296__153_005_003_P5_A_3__1_6_6.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2872DEE_32901296__153_005_003_P5_A_3__1_6_6.jpg,Next Level Apparel,Next Level Apparel(from QRcode),36.308,15,0.525,5.69,10.309,1.56,323.45,444.2,340,441.26,Heavy Metal,"67,75,77","70,74,74",L (Unisex) (Unisex),XXXXXL,34.108,21.46,-6.07,TRUE,0.86,0.84,0.78,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2872DEE_32901296__153_005_003_P5_A_3__1_6_6.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2877648_32912084__022_088_005_C17_A_2__134756_990_1108.jpg,"https://res.cloudinary.com/teepublic/image/private/s--0bXMoody--/t_Trim/c_scale,h_1698,w_2100/c_lpad,g_north_west,h_1698,w_2100,x_0,y_0/c_lpad,g_north,h_1698,w_2100/dn_150,e_saturation:25,f_png,q_90/v1652426711/production/designs/30249922_1.png",https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2877648_32912084__022_088_005_C17_A_2__134756_990_1108.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2877648_32912084__022_088_005_C17_A_2__134756_990_1108.jpg,2877648_32912084__022_088_005_C17_A_2__134756_990_1108,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2877648_32912084__022_088_005_C17_A_2__134756_990_1108.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2877648_32912084__022_088_005_C17_A_2__134756_990_1108.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2877648_32912084__022_088_005_C17_A_2__134756_990_1108.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2877648_32912084__022_088_005_C17_A_2__134756_990_1108.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2877648_32912084__022_088_005_C17_A_2__134756_990_1108.jpg,Bella Canvas,Bella Canvas(from QRcode),20.3893,30,1.164,5.26,14.549,5.673,355.29,287.21,348.47,283.79,Dark Heather Grey,"48,46,52","47,57,56",2X (Unisex) (Unisex),XXXL,32.956,25.486,1.11,TRUE,0.89,0.81,0.72,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2877648_32912084__022_088_005_C17_A_2__134756_990_1108.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/287846B_32914345__022_088_004_A15_A_2__134757_422_485.jpg,https://images.printify.com/print/66179b455c34e208a00911f7/18151/front/b2229579553288caa4a1f13c879d312b.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/287846B_32914345__022_088_004_A15_A_2__134757_422_485.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/287846B_32914345__022_088_004_A15_A_2__134757_422_485.jpg,287846B_32914345__022_088_004_A15_A_2__134757_422_485,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/287846B_32914345__022_088_004_A15_A_2__134757_422_485.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/287846B_32914345__022_088_004_A15_A_2__134757_422_485.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/287846B_32914345__022_088_004_A15_A_2__134757_422_485.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/287846B_32914345__022_088_004_A15_A_2__134757_422_485.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/287846B_32914345__022_088_004_A15_A_2__134757_422_485.jpg,Bella Canvas,Bella Canvas(from QRcode),38.396,58.3634,2.601,5.315,18.851,4.951,319.36,123.36,305.45,122.34,Dark Heather Grey,"56,56,56","47,58,57",XL (Unisex) (Unisex),XXL,31.476,23.024,1.6,TRUE,0.97,0.94,0.94,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/287846B_32914345__022_088_004_A15_A_2__134757_422_485.png
